Date,Name,Position,Seniority,Location,Studio,Client Tag,Project Tag,Team Name,Engagement,Email Leader,Month,Day
20Jan23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.07,miguel.sandoval@tec.globant.com,1,20
23Jan23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.45,miguel.sandoval@tec.globant.com,1,23
24Jan23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,2.99,miguel.sandoval@tec.globant.com,1,24
25Jan23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.14,miguel.sandoval@tec.globant.com,1,25
26Jan23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.82,miguel.sandoval@tec.globant.com,1,26
27Jan23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.34,miguel.sandoval@tec.globant.com,1,27
30Jan23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.78,miguel.sandoval@tec.globant.com,1,30
31Jan23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.57,miguel.sandoval@tec.globant.com,1,31
01Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.9,miguel.sandoval@tec.globant.com,2,1
02Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.47,miguel.sandoval@tec.globant.com,2,2
03Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.29,miguel.sandoval@tec.globant.com,2,3
07Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.34,miguel.sandoval@tec.globant.com,2,7
08Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,2.96,miguel.sandoval@tec.globant.com,2,8
09Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.73,miguel.sandoval@tec.globant.com,2,9
10Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.63,miguel.sandoval@tec.globant.com,2,10
13Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.34,miguel.sandoval@tec.globant.com,2,13
14Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.52,miguel.sandoval@tec.globant.com,2,14
15Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.55,miguel.sandoval@tec.globant.com,2,15
16Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.76,miguel.sandoval@tec.globant.com,2,16
17Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.75,miguel.sandoval@tec.globant.com,2,17
20Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.78,miguel.sandoval@tec.globant.com,2,20
21Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.66,miguel.sandoval@tec.globant.com,2,21
22Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.46,miguel.sandoval@tec.globant.com,2,22
23Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.25,miguel.sandoval@tec.globant.com,2,23
24Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.81,miguel.sandoval@tec.globant.com,2,24
27Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.69,miguel.sandoval@tec.globant.com,2,27
28Feb23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.56,miguel.sandoval@tec.globant.com,2,28
01Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.2,miguel.sandoval@tec.globant.com,3,1
02Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.89,miguel.sandoval@tec.globant.com,3,2
03Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.67,miguel.sandoval@tec.globant.com,3,3
06Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.1,miguel.sandoval@tec.globant.com,3,6
07Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.61,miguel.sandoval@tec.globant.com,3,7
08Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.38,miguel.sandoval@tec.globant.com,3,8
09Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.18,miguel.sandoval@tec.globant.com,3,9
10Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.82,miguel.sandoval@tec.globant.com,3,10
13Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.57,miguel.sandoval@tec.globant.com,3,13
14Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.36,miguel.sandoval@tec.globant.com,3,14
15Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.01,miguel.sandoval@tec.globant.com,3,15
16Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,0.43,miguel.sandoval@tec.globant.com,3,16
17Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,0.43,miguel.sandoval@tec.globant.com,3,17
21Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,0.43,miguel.sandoval@tec.globant.com,3,21
22Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,0.43,miguel.sandoval@tec.globant.com,3,22
23Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.46,miguel.sandoval@tec.globant.com,3,23
24Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.49,miguel.sandoval@tec.globant.com,3,24
27Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.69,miguel.sandoval@tec.globant.com,3,27
28Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.84,miguel.sandoval@tec.globant.com,3,28
29Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.02,miguel.sandoval@tec.globant.com,3,29
30Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.53,miguel.sandoval@tec.globant.com,3,30
31Mar23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.3,miguel.sandoval@tec.globant.com,3,31
03Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.88,miguel.sandoval@tec.globant.com,4,3
04Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.03,miguel.sandoval@tec.globant.com,4,4
05Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.58,miguel.sandoval@tec.globant.com,4,5
06Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.79,miguel.sandoval@tec.globant.com,4,6
10Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.68,miguel.sandoval@tec.globant.com,4,10
11Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.92,miguel.sandoval@tec.globant.com,4,11
12Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.11,miguel.sandoval@tec.globant.com,4,12
13Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.49,miguel.sandoval@tec.globant.com,4,13
14Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.44,miguel.sandoval@tec.globant.com,4,14
17Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.82,miguel.sandoval@tec.globant.com,4,17
18Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.61,miguel.sandoval@tec.globant.com,4,18
19Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.3,miguel.sandoval@tec.globant.com,4,19
20Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.2,miguel.sandoval@tec.globant.com,4,20
21Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.19,miguel.sandoval@tec.globant.com,4,21
24Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.11,miguel.sandoval@tec.globant.com,4,24
25Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.23,miguel.sandoval@tec.globant.com,4,25
26Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.66,miguel.sandoval@tec.globant.com,4,26
27Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.65,miguel.sandoval@tec.globant.com,4,27
28Apr23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.18,miguel.sandoval@tec.globant.com,4,28
02May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.23,miguel.sandoval@tec.globant.com,5,2
03May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.67,miguel.sandoval@tec.globant.com,5,3
04May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.1,miguel.sandoval@tec.globant.com,5,4
05May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.11,miguel.sandoval@tec.globant.com,5,5
08May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.57,miguel.sandoval@tec.globant.com,5,8
09May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.38,miguel.sandoval@tec.globant.com,5,9
10May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.05,miguel.sandoval@tec.globant.com,5,10
11May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.49,miguel.sandoval@tec.globant.com,5,11
12May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.52,miguel.sandoval@tec.globant.com,5,12
15May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.63,miguel.sandoval@tec.globant.com,5,15
16May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.49,miguel.sandoval@tec.globant.com,5,16
17May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.72,miguel.sandoval@tec.globant.com,5,17
18May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.59,miguel.sandoval@tec.globant.com,5,18
19May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.78,miguel.sandoval@tec.globant.com,5,19
22May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.0,miguel.sandoval@tec.globant.com,5,22
23May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,2.96,miguel.sandoval@tec.globant.com,5,23
24May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.58,miguel.sandoval@tec.globant.com,5,24
25May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.43,miguel.sandoval@tec.globant.com,5,25
26May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.74,miguel.sandoval@tec.globant.com,5,26
29May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,2.97,miguel.sandoval@tec.globant.com,5,29
30May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.7,miguel.sandoval@tec.globant.com,5,30
31May23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.47,miguel.sandoval@tec.globant.com,5,31
01Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.87,miguel.sandoval@tec.globant.com,6,1
02Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.31,miguel.sandoval@tec.globant.com,6,2
05Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.07,miguel.sandoval@tec.globant.com,6,5
06Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.08,miguel.sandoval@tec.globant.com,6,6
07Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.71,miguel.sandoval@tec.globant.com,6,7
08Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.77,miguel.sandoval@tec.globant.com,6,8
09Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.75,miguel.sandoval@tec.globant.com,6,9
12Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.55,miguel.sandoval@tec.globant.com,6,12
13Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.62,miguel.sandoval@tec.globant.com,6,13
14Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.12,miguel.sandoval@tec.globant.com,6,14
15Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.07,miguel.sandoval@tec.globant.com,6,15
16Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.88,miguel.sandoval@tec.globant.com,6,16
19Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,0.43,miguel.sandoval@tec.globant.com,6,19
20Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,0.43,miguel.sandoval@tec.globant.com,6,20
21Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,0.43,miguel.sandoval@tec.globant.com,6,21
22Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,0.43,miguel.sandoval@tec.globant.com,6,22
23Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.17,miguel.sandoval@tec.globant.com,6,23
26Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.51,miguel.sandoval@tec.globant.com,6,26
27Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.81,miguel.sandoval@tec.globant.com,6,27
28Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.26,miguel.sandoval@tec.globant.com,6,28
29Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.1,miguel.sandoval@tec.globant.com,6,29
30Jun23,Isabel Fernández,User Experience Designer,2,AR/CABA/BA,Design,EDUSYS,CATPRO,Jurassic Bark,3.32,miguel.sandoval@tec.globant.com,6,30
28Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,2.94,miguel.sandoval@tec.globant.com,6,28
02May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.77,miguel.sandoval@tec.globant.com,5,2
03May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,2.97,miguel.sandoval@tec.globant.com,5,3
04May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.18,miguel.sandoval@tec.globant.com,5,4
05May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.89,miguel.sandoval@tec.globant.com,5,5
08May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.05,miguel.sandoval@tec.globant.com,5,8
09May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.27,miguel.sandoval@tec.globant.com,5,9
10May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.83,miguel.sandoval@tec.globant.com,5,10
11May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.81,miguel.sandoval@tec.globant.com,5,11
12May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.51,miguel.sandoval@tec.globant.com,5,12
15May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.13,miguel.sandoval@tec.globant.com,5,15
16May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.38,miguel.sandoval@tec.globant.com,5,16
17May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.07,miguel.sandoval@tec.globant.com,5,17
18May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.66,miguel.sandoval@tec.globant.com,5,18
19May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.3,miguel.sandoval@tec.globant.com,5,19
22May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.12,miguel.sandoval@tec.globant.com,5,22
23May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.29,miguel.sandoval@tec.globant.com,5,23
24May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.65,miguel.sandoval@tec.globant.com,5,24
25May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.17,miguel.sandoval@tec.globant.com,5,25
26May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.64,miguel.sandoval@tec.globant.com,5,26
29May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.36,miguel.sandoval@tec.globant.com,5,29
30May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.41,miguel.sandoval@tec.globant.com,5,30
31May23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.08,miguel.sandoval@tec.globant.com,5,31
01Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,2.95,miguel.sandoval@tec.globant.com,6,1
02Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.49,miguel.sandoval@tec.globant.com,6,2
05Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.59,miguel.sandoval@tec.globant.com,6,5
06Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.32,miguel.sandoval@tec.globant.com,6,6
07Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.49,miguel.sandoval@tec.globant.com,6,7
08Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.62,miguel.sandoval@tec.globant.com,6,8
09Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.34,miguel.sandoval@tec.globant.com,6,9
12Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.58,miguel.sandoval@tec.globant.com,6,12
13Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.16,miguel.sandoval@tec.globant.com,6,13
14Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.52,miguel.sandoval@tec.globant.com,6,14
15Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.17,miguel.sandoval@tec.globant.com,6,15
16Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.33,miguel.sandoval@tec.globant.com,6,16
19Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.13,miguel.sandoval@tec.globant.com,6,19
20Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.73,miguel.sandoval@tec.globant.com,6,20
21Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.64,miguel.sandoval@tec.globant.com,6,21
22Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.36,miguel.sandoval@tec.globant.com,6,22
23Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.77,miguel.sandoval@tec.globant.com,6,23
26Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,3.32,miguel.sandoval@tec.globant.com,6,26
27Jun23,Lucía Quiroz,User Experience Designer,2,MX/CDMX/CDMX,Design,EDUSYS,CATPRO,Jurassic Bark,2.99,miguel.sandoval@tec.globant.com,6,27
02Jan23,Javier Rodríguez,DevOps Engineer,3,AR/CABA/BA,Cloud Ops,EBEPRI,ODYQST,Paws and Recreation,3.64,valeria.ponce@tec.globant.com,1,2
03Jan23,Javier Rodríguez,DevOps Engineer,3,AR/CABA/BA,Cloud Ops,EBEPRI,ODYQST,Paws and Recreation,3.5,valeria.ponce@tec.globant.com,1,3
04Jan23,Javier Rodríguez,DevOps Engineer,3,AR/CABA/BA,Cloud Ops,EBEPRI,ODYQST,Paws and Recreation,3.4,valeria.ponce@tec.globant.com,1,4
05Jan23,Javier Rodríguez,DevOps Engineer,3,AR/CABA/BA,Cloud Ops,EBEPRI,ODYQST,Paws and Recreation,3.12,valeria.ponce@tec.globant.com,1,5
06Jan23,Javier Rodríguez,DevOps Engineer,3,AR/CABA/BA,Cloud Ops,EBEPRI,ODYQST,Paws and Recreation,3.94,valeria.ponce@tec.globant.com,1,6
09Jan23,Javier Rodríguez,DevOps Engineer,3,AR/CABA/BA,Cloud Ops,EBEPRI,ODYQST,Paws and Recreation,3.75,valeria.ponce@tec.globant.com,1,9
10Jan23,Javier Rodríguez,DevOps Engineer,3,AR/CABA/BA,Cloud Ops,EBEPRI,ODYQST,Paws and Recreation,3.88,valeria.ponce@tec.globant.com,1,10
11Jan23,Javier Rodríguez,DevOps Engineer,3,AR/CABA/BA,Cloud Ops,EBEPRI,ODYQST,Paws and Recreation,3.77,valeria.ponce@tec.globant.com,1,11
