Date,Email,Name,Position,Seniority,Location,Studio,Client,Client Tag,Project,Project Tag,Team Name,Engagement,Email Leader,Year,Month,Day,PersonID
15Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.67,pedro.rodriguez@tec.globant.com,2023,2,15,57
16Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.37,pedro.rodriguez@tec.globant.com,2023,2,16,57
17Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.91,pedro.rodriguez@tec.globant.com,2023,2,17,57
20Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,3.15,pedro.rodriguez@tec.globant.com,2023,2,20,57
21Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,3.11,pedro.rodriguez@tec.globant.com,2023,2,21,57
22Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.99,pedro.rodriguez@tec.globant.com,2023,2,22,57
23Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.46,pedro.rodriguez@tec.globant.com,2023,2,23,57
24Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.76,pedro.rodriguez@tec.globant.com,2023,2,24,57
27Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,3.07,pedro.rodriguez@tec.globant.com,2023,2,27,57
28Feb23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.69,pedro.rodriguez@tec.globant.com,2023,2,28,57
01Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.32,pedro.rodriguez@tec.globant.com,2023,3,1,57
02Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.31,pedro.rodriguez@tec.globant.com,2023,3,2,57
03Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,3.11,pedro.rodriguez@tec.globant.com,2023,3,3,57
06Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.65,pedro.rodriguez@tec.globant.com,2023,3,6,57
07Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.8,pedro.rodriguez@tec.globant.com,2023,3,7,57
08Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.31,pedro.rodriguez@tec.globant.com,2023,3,8,57
09Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.67,pedro.rodriguez@tec.globant.com,2023,3,9,57
10Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.96,pedro.rodriguez@tec.globant.com,2023,3,10,57
13Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.51,pedro.rodriguez@tec.globant.com,2023,3,13,57
14Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,3.1,pedro.rodriguez@tec.globant.com,2023,3,14,57
15Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.44,pedro.rodriguez@tec.globant.com,2023,3,15,57
16Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,3.02,pedro.rodriguez@tec.globant.com,2023,3,16,57
17Mar23,natalia.salinas@tec.globant.com,Natalia Salinas,Data Analyst,Ssr,MX/CDMX/CDMX,Data,EduSmart Systems,EDUSYS,Catalyst Program,CATPRO,Star Wars: The Furry Awakens,2.6,pedro.rodriguez@tec.globant.com,2023,3,17,57
02Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.96,valeria.ponce@tec.globant.com,2023,1,2,58
02Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.15,valeria.ponce@tec.globant.com,2023,1,2,58
03Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.53,valeria.ponce@tec.globant.com,2023,1,3,58
04Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.3,valeria.ponce@tec.globant.com,2023,1,4,58
05Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.25,valeria.ponce@tec.globant.com,2023,1,5,58
06Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.38,valeria.ponce@tec.globant.com,2023,1,6,58
09Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.67,valeria.ponce@tec.globant.com,2023,1,9,58
10Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.56,valeria.ponce@tec.globant.com,2023,1,10,58
11Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.22,valeria.ponce@tec.globant.com,2023,1,11,58
12Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.98,valeria.ponce@tec.globant.com,2023,1,12,58
13Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.57,valeria.ponce@tec.globant.com,2023,1,13,58
16Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.82,valeria.ponce@tec.globant.com,2023,1,16,58
17Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.52,valeria.ponce@tec.globant.com,2023,1,17,58
18Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.26,valeria.ponce@tec.globant.com,2023,1,18,58
19Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.44,valeria.ponce@tec.globant.com,2023,1,19,58
20Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.87,valeria.ponce@tec.globant.com,2023,1,20,58
23Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.64,valeria.ponce@tec.globant.com,2023,1,23,58
24Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.42,valeria.ponce@tec.globant.com,2023,1,24,58
25Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.09,valeria.ponce@tec.globant.com,2023,1,25,58
26Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.09,valeria.ponce@tec.globant.com,2023,1,26,58
27Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.76,valeria.ponce@tec.globant.com,2023,1,27,58
30Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.77,valeria.ponce@tec.globant.com,2023,1,30,58
31Jan23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.93,valeria.ponce@tec.globant.com,2023,1,31,58
01Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.32,valeria.ponce@tec.globant.com,2023,2,1,58
02Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.76,valeria.ponce@tec.globant.com,2023,2,2,58
03Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.83,valeria.ponce@tec.globant.com,2023,2,3,58
07Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.52,valeria.ponce@tec.globant.com,2023,2,7,58
08Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.48,valeria.ponce@tec.globant.com,2023,2,8,58
09Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.35,valeria.ponce@tec.globant.com,2023,2,9,58
10Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.64,valeria.ponce@tec.globant.com,2023,2,10,58
13Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.64,valeria.ponce@tec.globant.com,2023,2,13,58
14Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.77,valeria.ponce@tec.globant.com,2023,2,14,58
15Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.47,valeria.ponce@tec.globant.com,2023,2,15,58
16Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.7,valeria.ponce@tec.globant.com,2023,2,16,58
17Feb23,gabriela.fernandez@tec.globant.com,Gabriela Fernández,Software Developer,Sr Level 1,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,4.3,valeria.ponce@tec.globant.com,2023,2,17,58
02Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.2,valeria.ponce@tec.globant.com,2023,1,2,59
03Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.49,valeria.ponce@tec.globant.com,2023,1,3,59
04Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.8,valeria.ponce@tec.globant.com,2023,1,4,59
05Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.44,valeria.ponce@tec.globant.com,2023,1,5,59
06Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.69,valeria.ponce@tec.globant.com,2023,1,6,59
09Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.68,valeria.ponce@tec.globant.com,2023,1,9,59
10Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.03,valeria.ponce@tec.globant.com,2023,1,10,59
11Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.93,valeria.ponce@tec.globant.com,2023,1,11,59
12Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.63,valeria.ponce@tec.globant.com,2023,1,12,59
13Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.45,valeria.ponce@tec.globant.com,2023,1,13,59
16Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.77,valeria.ponce@tec.globant.com,2023,1,16,59
17Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.63,valeria.ponce@tec.globant.com,2023,1,17,59
18Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.33,valeria.ponce@tec.globant.com,2023,1,18,59
19Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.39,valeria.ponce@tec.globant.com,2023,1,19,59
20Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.16,valeria.ponce@tec.globant.com,2023,1,20,59
23Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.53,valeria.ponce@tec.globant.com,2023,1,23,59
24Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.22,valeria.ponce@tec.globant.com,2023,1,24,59
25Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.28,valeria.ponce@tec.globant.com,2023,1,25,59
26Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.39,valeria.ponce@tec.globant.com,2023,1,26,59
27Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.73,valeria.ponce@tec.globant.com,2023,1,27,59
30Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.33,valeria.ponce@tec.globant.com,2023,1,30,59
31Jan23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.67,valeria.ponce@tec.globant.com,2023,1,31,59
01Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.48,valeria.ponce@tec.globant.com,2023,2,1,59
02Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.51,valeria.ponce@tec.globant.com,2023,2,2,59
03Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.04,valeria.ponce@tec.globant.com,2023,2,3,59
07Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.65,valeria.ponce@tec.globant.com,2023,2,7,59
08Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.1,valeria.ponce@tec.globant.com,2023,2,8,59
09Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.4,valeria.ponce@tec.globant.com,2023,2,9,59
10Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.9,valeria.ponce@tec.globant.com,2023,2,10,59
13Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.37,valeria.ponce@tec.globant.com,2023,2,13,59
14Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.78,valeria.ponce@tec.globant.com,2023,2,14,59
15Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.98,valeria.ponce@tec.globant.com,2023,2,15,59
16Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.61,valeria.ponce@tec.globant.com,2023,2,16,59
17Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.23,valeria.ponce@tec.globant.com,2023,2,17,59
20Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.8,valeria.ponce@tec.globant.com,2023,2,20,59
21Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.22,valeria.ponce@tec.globant.com,2023,2,21,59
22Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.73,valeria.ponce@tec.globant.com,2023,2,22,59
23Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.08,valeria.ponce@tec.globant.com,2023,2,23,59
24Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.84,valeria.ponce@tec.globant.com,2023,2,24,59
27Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.57,valeria.ponce@tec.globant.com,2023,2,27,59
28Feb23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.63,valeria.ponce@tec.globant.com,2023,2,28,59
01Mar23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.16,valeria.ponce@tec.globant.com,2023,3,1,59
02Mar23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.96,valeria.ponce@tec.globant.com,2023,3,2,59
03Mar23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,2.65,valeria.ponce@tec.globant.com,2023,3,3,59
06Mar23,fernando.ramirez@tec.globant.com,Fernando Ramírez,Software Developer,Sr Level 2,AR/CABA/BA,Engineering,EcoBuild Enterprises,EBEPRI,Odyssey Quest,ODYQST,Paws and Recreation,3.28,valeria.ponce@tec.globant.com,2023,3,6,59
